News,target,image-path
"In England, “COVID-19 vaccinated children are 4,423% more likely to die of any cause and 13,633% more likely to die of COVID-19 than unvaccinated children.”",FALSE,Pg 16__22_3b884b58d938259247ac98260715d0b5.jpg
A New England Journal of Medicine study found that vaccinated people are “5X more contagious than the unvaccinated 10 days after SARS-CoV-2 infection.”,FALSE,Pg 16__24_3b884b58d938259247ac98260715d0b5.jpg
"“Violent crime (is) at an all-time high.""",FALSE,Pg 16__26_d4fad6d18a1376a9c4ae93b89baf72c6.jpg
“Congress just voted to exempt themselves from IRS auditing of their personal finances.”,FALSE,Pg 16__27_fe7a92eea225a43c8cfc7bec4e2b2a63.jpg
“Free health allowance is available at no cost.”,FALSE,Pg 16__29_d456f9f13a60bac830fc4cbbfdcc5b57.jpg
“96% of U.S. climate data is corrupted.”,FALSE,Pg 17__1_34885f0c7370556df20ecdf1af86a297.jpg
"“El congreso acaba de aprobar un reciente proyecto de ley para todos los que tengan más de $10,000 de deuda”.",FALSE,Pg 17__7_7d0b74d366a2d8b8f4760f8a3a201c17.jpg
Amazon is “running a promotion and giving away random packages for just $1!”,FALSE,Pg 17__8_f9205aadd8dfd315e65f28c5c3351e57.jpg
Video shows former President Barack Obama sharing how to mislead the public.,FALSE,Pg 17__11_dd8dce0d50ea075cfe725412e90b6a23.jpeg
"“The Congressional Budget Office says 90% of the revenue generated from the new IRS agents will come from people making less than $200,000 … and the revenue generated will be $300-plus billion.”",FALSE,Pg 17__13_e2200e9fded71614065a7fa2c857023f.jpg
Empty store shelves at a Walmart in South Carolina were because of a meat shortage.,FALSE,Pg 17__19_c9754e9c95cc7094f3764196476e7926.jpg
"""Brian Kemp wants to investigate and punish women for having miscarriages.""",FALSE,Pg 17__24_4d5893639836f7a1c62558a2b9667125.jpg
"Former President Donald Trump asked “for troops around the Capitol to make sure everyone is safe,” on Jan. 6, 2021, but was “turned down by the Democrats.”",FALSE,Pg 18__1_24749c8eaa1586c8f0d9d68463061ae7.jpg
"Photo shows a “massive” crowd at a Trump rally in Wisconsin on Aug. 5, 2022.",FALSE,Pg 18__6_94c046fa206249d53ce8956ab96fdf62.jpg
Overturning Roe v. Wade was an “unconstitutional action by” the Supreme Court.,FALSE,Pg 18__7_df476a3b76ff28843db7077da8a80c14.jpg
The Senate Democrats’ reconciliation bill “will strip $300 billion from Medicare.”,FALSE,Pg 18__9_df44cedc928a3da4b4b81185f00c9f6e.jpg
“Biden wants to give illegals ID cards so they can start collecting American benefits.”,FALSE,Pg 18__10_15b1f31f529dfacfa86fccd90a7aa35b.jpg
The CDC has classified monkeypox as an airborne form of herpes that can lead to paralysis.,FALSE,Pg 18__13_b14a8aa0e727cfd9772f25c8105d06d0.jpg
"""AirPods are essentially microwaving your brain.”",FALSE,Pg 18__14_c3f498cacad349e512f7ed1281f13210.jpg
"“In no way, shape, or form is access to contraception limited or at risk of being limited.”",FALSE,Pg 18__15_52d9980fa5e89effaafee46e0f5f1be3.jpg
"Synthetic cyanide-based B12 is a ""toxic ingredient in your kids vitamins.""",FALSE,Pg 18__18_a8e592a7cf0cfa5f8effad25f44499fa.jpg
“China threatens to shoot Nancy Pelosi’s plane down if she visits Taiwan.”,FALSE,Pg 18__19_080ed073072800e45d7a79de2ab2f2bc.jpeg
Baby carrots are soaked in bleach and can cause cancer.,FALSE,Pg 18__26_fcf878b236bc97efb150a72db03af3db.jpg
"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",FALSE,Pg 18__27_4b926049d166f0583c5f4970beb45041.jpg
"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",FALSE,Pg 18__29_d4fdb134abb913a1d9eb9ad17f935631.jpg
"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",FALSE,Pg 19__1_f72adfe390e80fac763b7bed8c8c270f.jpeg
The entire banking system in Canada is closing down.,FALSE,Pg 19__2_90d863a53921f6b6d2e40f9aa6dc69b3.jpeg
‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',FALSE,Pg 19__6_074eab41c1f8ef96ac69592a9cea666b.jpg
"Val Demings ""called abolishing the police 'thoughtful.'""",FALSE,Pg 19__7_e69bd6cd6a54ea2746b1c0e481bd6b47.jpg
"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",FALSE,Pg 19__8_c6ae18c3f1489c41a766d28467551aeb.jpg
Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,FALSE,Pg 19__9_9c44ad984dcaf649bb973391ef7739fa.jpg
"""If every person on earth just recycled, stopped using plastic straws, and drove an electric car, 100 corporations would still produce 70% of total global emissions.""",FALSE,Pg 19__10_16d53dba8e456e4f6bcda4d3ba28eab1.jpg
"Democrats, including President Joe Biden, “stopped domestic drilling” for oil, driving gasoline prices higher.",FALSE,Pg 19__13_4dc1d688f7e6ba5e7f4bc8b2be787e2f.jpg
“The gunman at Greenwood Park Mall was a CIA asset.”,FALSE,Pg 19__15_d3ca76b512fa8a2eae018c2803ced683.jpg
Rep. Alexandria Ocasio-Cortez was “faking being arrested” during an abortion-rights protest outside the Supreme Court.,FALSE,Pg 19__21_911cce95f67dbf83debae1ce8705e549.jpg
Images of Plymouth Rock prove sea levels are not rising.,FALSE,Pg 19__22_8afb2695f949d523004b511960466eb4.JPG
"""El 11 de mayo de 1987, el London Times informó en su portada: ‘La OMS entregó 50 millones de vacunas contra la viruela del mono, estas provocaron el SIDA a los africanos’.""",FALSE,Pg 19__27_43e832b122a1e8a32c6469e5bf7f6502.jpg
"""If a 10-year-old became pregnant as a result of rape and it was threatening her life, then that’s not an abortion.""",FALSE,Pg 20__5_7d06e7ecc532fdd3fba2694b7cf68236.jpg
Actor Tom Holland is “confirmed to have died.”,FALSE,Pg 20__8_782311c3c3dda5eabcaae64b903a1c91.jpg
Pilotos protestan contra vacuna COVID-19 en aeropuerto de Atlanta.,FALSE,Pg 20__9_c9ed7c846a15bd3a40ea56c76dc25374.jpg
U.S. Rep. Mayra Flores is “the first Mexican-born member of Congress.”,FALSE,Pg 20__12_68f2d28ec90384416330884af753fd83.jpg
"The “average federal income tax” paid by the richest Americans is “8%. … If you’re a cop, a teacher, a firefighter, union worker, you probably pay two to three times that.”",FALSE,Pg 20__13_e8d731a8268260e4ada0b13d12053c7a.jpg
"""ADHD does not exist.""",FALSE,Pg 20__14_6397ad10c7e096c68656bb1b04e729ea.jpg
“High-ranking Ukrainian officials caught splurging on luxury real estate in Switzerland.”,FALSE,Pg 20__15_a8a9cbdf46879d6977ee639f5651aa83.jpeg
Falleció el papa emérito Benedicto XVI.,FALSE,Pg 20__16_25f03938585c56cd35ac9e139f018f81.jpg
"""Ron DeSantis still hasn't condemned the Jan. 6 insurrection.""",FALSE,Pg 20__17_4070d34a01f626fbda8198a4a8abc489.jpg
"Fluoride will eat a hole through concrete, so it’s not safe for your teeth.",FALSE,Pg 20__18_50ea8d5aa986b5b6b395d98275c2805e.jpg
"Shooter in Highland Park, Illinois, “bought the gun illegally.”",FALSE,Pg 20__21_277852283855337ff2ff596220c69860.jpeg
The Civics Secures Democracy Act “would allow the Biden administration to buy off states with $6 billion” if they adopt critical race theory.,FALSE,Pg 20__27_abdac3b3d985449288c6da2c1ed697aa.jpg
"An image shows that “following his resignation, Boris Johnson has escaped to the sea.”",FALSE,Pg 20__29_2d8434386f923b31a253a411db6e8071.jpg
"Says an image shows the Highland Park shooting suspect ""in jail or rehab or a psychiatric center"" before the shooting.",FALSE,Pg 21__9_62148b6e9cb8c37da09a158d3dc8fbc5.jpg
The cost of a Fourth of July cookout in 2022 increased by 67.2% because of inflation.,FALSE,Pg 21__10_3658003960ac36c23664b081e986dd4a.jpg
The Founding Fathers of the United States intended that “the church is supposed to direct the government.”,FALSE,Pg 21__12_92fe7bef73bd4b717f3898df197b577b.jpeg
This is the 911 call placed by the migrants trapped in the truck found in San Antonio.,FALSE,Pg 21__15_575e84327aef37d6071952e7d92ce6ff.jpg
"Esta grabación muestra una llamada al 911 de los migrantes atrapados en un camión en San Antonio, Texas.",FALSE,Pg 21__16_575e84327aef37d6071952e7d92ce6ff.jpg
"No one “with a concealed carry permit ever committed a mass shooting.""",FALSE,Pg 21__18_7964ac89d6bd99267daa50fa61ccb361.jpg
“We’ve got a parole board right now that has released 20 cop killers in the last two years under Hochul.”,FALSE,Pg 21__21_7909e05913522bb726d52eb545830094.jpeg
“American oil is … more affordable” than foreign oil.,FALSE,Pg 21__22_c8b710b3f68ec4a4fd5a94b77c6e93f5.jpg
"According to International Olympic Committee data, “an average of 29 athletes under the age of 35 suffered sudden death per year from 1966 to 2004. From March 2021 to March 2022, 769 athletes have died or suffered cardiac arrest.""",FALSE,Pg 21__23_1c3742e5e45af9b9a2399a03eb16b4d9.jpeg
"“Joe Biden’s margin of the less than 21,000 votes in Wisconsin was the tightest of any state in 2020.”",FALSE,Pg 21__24_8b5910c23f09868e22122982e4060241.jpeg
"Waiting periods for gun purchases may not make a difference, because ""If somebody's decided that they're gonna take their life, they're gonna take their life.""",FALSE,Pg 21__30_e55c249379cfd2c1d8fb27925e3ae53f.jpg
"""The impact of President Biden being beholden to the Green New Deal radicals in his party has electricity costs through the roof in Texas.""",FALSE,Pg 22__1_8fbccf345ac53e4f09d313640a24b5ca.jpg
"“U.S. House of Reps. votes 226-194 to criminalize disassembling, cleaning, and re-assembling your gun without a firearm manufacturer’s license, including 8 Republicans!”",FALSE,Pg 22__3_de966410ba2a530919d5e93db4145877.jpg
95-item list of food-destroying incidents demonstrates that “you are duped if you think they aren’t planning a food shortage.”,FALSE,Pg 22__6_9e8b9f2e9a4d84c257ec8922f4aec7aa.jpeg
Justin Bieber’s Ramsay Hunt syndrome and Hailey Bieber’s blood clot were caused by COVID-19 vaccines.,FALSE,Pg 22__8_0cbacb8707a431a62753d27db8f0451c.jpg
"""President Biden confirm(ed) everyone will receive their $1k gas checks this week!!""",FALSE,Pg 22__9_c583fbb01338991a1f7307d7c5332935.jpeg
When Joe Biden “walked into this administration … 20 million people were on unemployment insurance benefits.”,FALSE,Pg 22__10_c01f33564b45245d17c28e5f12db6256.jpg
"Image shows Paul Pelosi, bruised, in a booking mugshot.",FALSE,Pg 22__11_a9f78bcf3c37462df704f8843cabf7e2.jpg
“Not a single person in the crowd on January 6 was found to be carrying a firearm. Not one.”,FALSE,Pg 22__12_bd74c46506fcdf484291e77a6f61497e.jpeg
"“Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",FALSE,Pg 22__14_47c69c58fbc4eb29079c1d93b21faa61.jpg
“Bennie Thompson actively cheer-led riots in the ’90s.”,FALSE,Pg 22__15_cd9b53dc1b1dc270e0da42de20c15d6a.jpg
“A quarter of the entire acreage in the country that is under hemp production is here in North Carolina.”,FALSE,Pg 22__16_286f6971815676091c2acf3ce06bbcb9.jpg
A “public health warning” was recently issued for fluoride toothpaste.,FALSE,Pg 22__18_119af75f247ff7f812b2c7498d3eec7e.jpeg
"The Jan. 6, 2021, attack on the U.S. Capitol “was a dust-up.”",FALSE,Pg 22__21_75b3d0e2fd98e94a8be9af11b6145689.jpg
“USDA is predicting egg prices will be $12 a dozen by fall 2022.”,FALSE,Pg 22__23_8b8bd55820dd90fa4f4a366fe6b95ae0.jpeg
Ukraine adopted “laws banning the Russian language.”,FALSE,Pg 22__24_4830720985f809769f583ed3e8cae2b9.jpg
BBC News edited out boos in footage of Boris Johnson arriving at the Queen’s Platinum Jubilee thanksgiving service.,FALSE,Pg 22__26_a1f6eea1469ee02a4d40dac2ad87b3c0.jpeg
“The N.C. GOP came out in support of Sen. [Rick] Scott's extremist policy to ‘Rescue America.’”,FALSE,Pg 22__28_908da89950abc4c5d8ed95f3d019c7f6.jpg
Biden gave Americans “the cheapest gas prices on Earth.”,FALSE,Pg 22__30_0c8c0533c4e967d3867fd30bf2ec64f0.jpg
The U.S. Justice Department “conservatively estimated that guns are used 1.5 million times per year to save lives.”,FALSE,Pg 23__2_bc347447a560bceca96032ee2d4b5487.jpg
Illinois high school to implement race-based grading system in 2022-2023 school year,FALSE,Pg 23__3_944f5d0d7a25f5c4f0659833c4dbfe2b.jpg
"""Our Supreme Court has never taken away a constitutional right.""",FALSE,Pg 23__4_66b19696e715c5c7f1f4ead60ffeb6d2.jpg
"""Dead people always vote Democrat.""",FALSE,Pg 23__5_9b8e9777fe46e977b055875839f96341.jpg
The World Economic Forum has its own police force.,FALSE,Pg 23__6_1e71d8f025f81a4d21eebefc2ca8e1c4.jpeg
Aaron Salter Jr. was killed by a mass shooter because he was working on creating a water-powered car engine.,FALSE,Pg 23__7_a8348c49c0016a74a96839e52b36dcce.jpg
TV interviews with two different men who are each identified as Uvalde victim's father show the Robb Elementary School mass shooting was staged.,FALSE,Pg 23__10_57b1fa07197b70ab374f4fd72b22761a.jpeg
Bill Gates planned a smallpox-type outbreak.,FALSE,Pg 23__11_a1ecadd913598a2d6ee3f94c61790966.jpeg
“There hasn't been a single of these mass shootings that have been purchased at a gun show or on the internet.”,FALSE,Pg 23__13_783faaf77bc3563ffdd7a07b9f3ba56f.jpg
There’s a “‘positive correlation’ between higher mask usage and COVID-19 deaths.”,FALSE,Pg 23__14_9b30ed47dc3abe3473d5717f17346aee.jpg
"ICE está en Uvalde, Texas, “entonces los padres indocumentados tienen que temer la deportación antes de verificar si sus hijos están vivos"".",FALSE,Pg 23__16_203ee5c96e0bb2a1cfc4d956dc0ff78a.jpg
“We know from past experiences that the most effective tool for keeping kids safe is armed law enforcement on the campus.”,FALSE,Pg 23__18_21b0f25b40d9e592201b1846021fb4ce.jpg
"ICE is in Uvalde, Texas, “so undocumented parents have to consider arrest deportation before they go check to see if their kids are alive.”",FALSE,Pg 23__20_203ee5c96e0bb2a1cfc4d956dc0ff78a.jpg
"El atacante en Uvalde, Texas estaba en Estados Unidos ilegalmente.",FALSE,Pg 23__24_0d3a5efd0356b02d1348ec771e4666da.jpg
"The Uvalde, Texas, mass shooter was an “illegal alien.”",FALSE,Pg 23__30_979b3b11132d211dd8318722185d3928.jpeg
"Stacey Abrams ""supported the MLB boycott.""",FALSE,Pg 24__6_2ca62d445579485372df89a7ce69e163.jpg
Georgia Gov. Brian Kemp “allowed 7.5 million ballots to be sent to every registered voter.”,FALSE,Pg 24__9_0a53853f0c0ffe1675d51af17aecf3bc.jpg
Says Gov. Tony Evers is “a big proponent of this defund the police movement.”,FALSE,Pg 24__16_23d556ea0e3aa83829e418487214aa89.jpg
Says Fox News and Candace Owens tweeted that “New studies show that 68% of those who used ivermectin to treat or prevent covid are suffering long-term bowel and urinary incontinence.”,FALSE,Pg 24__17_66facc15c28cf6899d48112046e045ec.jpeg
"“(Pfizer) says do not breastfeed. Baby formula shortages everywhere. Gates promotes brand new artificial breast milk technology. All within less than a 2 week period. …Nothing to see here.""",FALSE,Pg 24__18_2d0703ecc79cf772364fbdc4f18e1b19.jpeg
“Don't let this formula shortage scare you!!! Make your baby some hemp milk w/sea moss. It’s easy I promise!”,FALSE,Pg 24__19_3ffd1edf0a90708153b4ae3d7329a5cf.jpeg
"Georgia Secretary of State Brad Raffensperger used ""$50 million of Zuckerberg money"" in 2020 to ""tip the scales.""",FALSE,Pg 24__20_4e66f973b2522cf1862e25405db70ba3.jpeg
Agriculture “is still the No. 1 sector of the economy” in Georgia.,FALSE,Pg 24__22_588ac619f47c9eacd7b11182577e0623.jpg
“The Biden administration is bringing amendments that would propose that all nations of the earth cede their sovereignty over national health care decisions to the WHO.”,FALSE,Pg 24__23_d259fac09bc33191c1a56b57a27392a0.jpg
The U.S. government’s inaction over buffalo killing that harmed Native American populations in the 1800s shows it is now “is creating food shortages” so that Americans are more “dependent on the government.”,FALSE,Pg 24__25_45ded4e04430d8409be95b2b239d1ade.jpg
Goat’s milk is a good substitute for baby formula.,FALSE,Pg 24__26_23353e91a443cfd17d5d9503f1f1e9ca.jpeg
The problem with mail ballots in Lancaster County is a sign of “voter fraud.”,FALSE,Pg 24__27_79efc830c6fa023b9899dc9245fb493c.jpg
“The vast majority of individuals that we’re releasing out are not showing up for hearings.”,FALSE,Pg 25__1_0d55536b9182540d3bb6ee28e8115c5e.jpg
“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,FALSE,Pg 25__6_776f7b6d67a75f9ddbc693a42373ae80.jpg
Suggests Megan Thee Stallion was not shot in the foot.,FALSE,Pg 25__7_f0555bfc1c73861c1b2fd3db3b1de9c4.jpeg
The NewProfilePic app is Russian spyware.,FALSE,Pg 25__8_974a1b6d49b3f04e8ac9ee6e97295b0d.jpg
